Suburb,Postcode,State,Country,Latitude,Longitude
Dunoon,2480,New South Wales,Australia,-28.682341,153.317474
East Lismore,2480,New South Wales,Australia,-28.81933435,153.2874298
Eltham,2480,New South Wales,Australia,-28.7596,153.4084
Eureka,2480,New South Wales,Australia,-28.6818,153.4346
Federal,2480,New South Wales,Australia,-28.6485,153.4512
Fernside,2480,New South Wales,Australia,-28.7818,153.1679
Georgica,2480,New South Wales,Australia,-28.660597,153.172405
Girards Hill,2480,New South Wales,Australia,-28.81774889,153.2786983
Goolmangar,2480,New South Wales,Australia,-28.75,153.2166667
Goonellabah,2480,New South Wales,Australia,-28.8166667,153.3166667
Howards Grass,2480,New South Wales,Australia,-28.75218382,153.2835801
Jiggi,2480,New South Wales,Australia,-28.67695,153.184286
Keerrong,2480,New South Wales,Australia,-28.75218382,153.2835801
Koonorigan,2480,New South Wales,Australia,-28.6833333,153.2333333
Lagoon Grass,2480,New South Wales,Australia,-28.75218382,153.2835801
Larnook,2480,New South Wales,Australia,-28.651618,153.110768
Leycester,2480,New South Wales,Australia,-28.7833333,153.2
Lillian Rock,2480,New South Wales,Australia,-28.5349,153.1585
Lindendale,2480,New South Wales,Australia,-28.75218382,153.2835801
Lismore,2480,New South Wales,Australia,-28.81354378,153.2773018
Lismore Heights,2480,New South Wales,Australia,-28.75218382,153.2835801
Loftville,2480,New South Wales,Australia,-28.75218382,153.2835801
Marom Creek,2480,New South Wales,Australia,-28.904107,153.369944
Mckees Hill,2480,New South Wales,Australia,-28.8833333,153.2
Mcleans Ridges,2480,New South Wales,Australia,-28.8,153.3833333
Modanville,2480,New South Wales,Australia,-28.72192,153.295593
Monaltrie,2480,New South Wales,Australia,-28.85211044,153.2906256
Mountain Top,2480,New South Wales,Australia,-28.75218382,153.2835801
Nightcap,2480,New South Wales,Australia,-28.75218382,153.2835801
Nimbin,2480,New South Wales,Australia,-28.59725831,153.2225418
North Lismore,2480,New South Wales,Australia,-28.788,153.2772
Numulgi,2480,New South Wales,Australia,-28.7485,153.3346
Repentance Creek,2480,New South Wales,Australia,-28.75218382,153.2835801
Richmond Hill,2480,New South Wales,Australia,-28.72214052,153.2564575
Rock Valley,2480,New South Wales,Australia,-28.7485,153.1679
Rosebank,2480,New South Wales,Australia,-28.6666667,153.4
Ruthven,2480,New South Wales,Australia,-28.9333333,153.2833333
South Gundurimba,2480,New South Wales,Australia,-28.85,153.2666667
South Lismore,2480,New South Wales,Australia,-28.75218382,153.2835801
Stony Chute,2480,New South Wales,Australia,-28.75218382,153.2835801
Terania Creek,2480,New South Wales,Australia,-28.75218382,153.2835801
The Channon,2480,New South Wales,Australia,-28.6666667,153.2833333
Tregeagle,2480,New South Wales,Australia,-28.85,153.3666667
Tucki Tucki,2480,New South Wales,Australia,-28.9333333,153.3166667
Tuckurimba,2480,New South Wales,Australia,-28.9666667,153.3166667
Tullera,2480,New South Wales,Australia,-28.7652,153.3012
Tuncester,2480,New South Wales,Australia,-28.8,153.2166667
Tuntable Creek,2480,New South Wales,Australia,-28.75218382,153.2835801
Whian Whian,2480,New South Wales,Australia,-28.639572,153.314497
Woodlawn,2480,New South Wales,Australia,-28.75218382,153.2835801
Wyrallah,2480,New South Wales,Australia,-28.9,153.3
Broken Head,2481,New South Wales,Australia,-28.717235,153.592296
Byron Bay,2481,New South Wales,Australia,-28.64201,153.611938
Ewingsdale,2481,New South Wales,Australia,-28.6333333,153.55
Hayters Hill,2481,New South Wales,Australia,-28.63092938,153.5669325
Myocum,2481,New South Wales,Australia,-28.5959706,153.5060576
Skinners Shoot,2481,New South Wales,Australia,-28.63092938,153.5669325
Suffolk Park,2481,New South Wales,Australia,-28.6881,153.60977
Talofa,2481,New South Wales,Australia,-28.63092938,153.5669325
Tyagarah,2481,New South Wales,Australia,-28.6,153.55
Goonengerry,2482,New South Wales,Australia,-28.610654,153.440028
Huonbrook,2482,New South Wales,Australia,-28.5485,153.3846
Koonyum Range,2482,New South Wales,Australia,-28.56574946,153.4395943
Main Arm,2482,New South Wales,Australia,-28.56574946,153.4395943
Montecollum,2482,New South Wales,Australia,-28.56574946,153.4395943
Mullumbimby,2482,New South Wales,Australia,-28.552361,153.499557
Mullumbimby Creek,2482,New South Wales,Australia,-28.56574946,153.4395943
Palmwoods,2482,New South Wales,Australia,-28.56574946,153.4395943
Upper Coopers Creek,2482,New South Wales,Australia,-28.56574946,153.4395943
Upper Main Arm,2482,New South Wales,Australia,-28.56574946,153.4395943
Upper Wilsons Creek,2482,New South Wales,Australia,-28.56574946,153.4395943
Wanganui,2482,New South Wales,Australia,-28.56574946,153.4395943
Wilsons Creek,2482,New South Wales,Australia,-28.56063686,153.4254867
Billinudgel,2483,New South Wales,Australia,-28.5,153.5333333
Brunswick Heads,2483,New South Wales,Australia,-28.54154,153.548096
Burringbar,2483,New South Wales,Australia,-28.435801,153.473236
Crabbes Creek,2483,New South Wales,Australia,-28.461,153.4823
Middle Pocket,2483,New South Wales,Australia,-28.48334018,153.5111282
Mooball,2483,New South Wales,Australia,-28.45,153.4833333
New Brighton,2483,New South Wales,Australia,-28.512257,153.549051
Ocean Shores,2483,New South Wales,Australia,-28.5093,153.5376
Sleepy Hollow,2483,New South Wales,Australia,-28.4177,153.5198
South Golden Beach,2483,New South Wales,Australia,-28.498,153.547
The Pocket,2483,New South Wales,Australia,-28.5166667,153.4833333
Upper Burringbar,2483,New South Wales,Australia,-28.45,153.45
Wooyung,2483,New South Wales,Australia,-28.48334018,153.5111282
Yelgun,2483,New South Wales,Australia,-28.48,153.4949
Back Creek,2484,New South Wales,Australia,-28.36650182,153.3497085
Bray Park,2484,New South Wales,Australia,-28.34136992,153.3760536
Brays Creek,2484,New South Wales,Australia,-28.4,153.2
Byangum,2484,New South Wales,Australia,-28.35,153.3666667
Byrrill Creek,2484,New South Wales,Australia,-28.36650182,153.3497085
Cedar Creek,2484,New South Wales,Australia,-28.36650182,153.3497085
Chillingham,2484,New South Wales,Australia,-28.31354,153.2752
Chowan Creek,2484,New South Wales,Australia,-28.36650182,153.3497085
Clothiers Creek,2484,New South Wales,Australia,-28.3302,153.496
Commissioners Creek,2484,New South Wales,Australia,-28.4985,153.3321
Condong,2484,New South Wales,Australia,-28.318843,153.437787
Crystal Creek,2484,New South Wales,Australia,-28.3143,153.3151
Cudgera Creek,2484,New South Wales,Australia,-28.3833333,153.5166667
Doon Doon,2484,New South Wales,Australia,-28.5166667,153.3
Dulguigan,2484,New South Wales,Australia,-28.36650182,153.3497085
Dum Dum,2484,New South Wales,Australia,-28.3833333,153.3333333
Dunbible,2484,New South Wales,Australia,-28.38841,153.42047
Dungay,2484,New South Wales,Australia,-28.2724,153.3585
Eungella,2484,New South Wales,Australia,-28.353367,153.316076
Eviron,2484,New South Wales,Australia,-28.36650182,153.3497085
Farrants Hill,2484,New South Wales,Australia,-28.36650182,153.3497085
Fernvale,2484,New South Wales,Australia,-28.3652,153.419
Hopkins Creek,2484,New South Wales,Australia,-28.36650182,153.3497085
Kielvale,2484,New South Wales,Australia,-28.33334,153.43377
Kunghur,2484,New South Wales,Australia,-28.471363,153.25203
Kunghur Creek,2484,New South Wales,Australia,-28.36650182,153.3497085
Kynnumboon,2484,New South Wales,Australia,-28.36650182,153.3497085
Limpinwood,2484,New South Wales,Australia,-28.307608,153.217299
Mebbin,2484,New South Wales,Australia,-28.36650182,153.3497085
Midginbil,2484,New South Wales,Australia,-28.4971,153.2596
Mount Burrell,2484,New South Wales,Australia,-28.5,153.2166667
Mount Warning,2484,New South Wales,Australia,-28.36650182,153.3497085
Murwillumbah,2484,New South Wales,Australia,-28.32732,153.393387
Murwillumbah South,2484,New South Wales,Australia,-28.32732,153.393387
Nobbys Creek,2484,New South Wales,Australia,-28.2943,153.3376
North Arm,2484,New South Wales,Australia,-28.36650182,153.3497085
Numinbah,2484,New South Wales,Australia,-28.2833333,153.25
Nunderi,2484,New South Wales,Australia,-28.32205471,153.4596635
Palmvale,2484,New South Wales,Australia,-28.3666667,153.4833333
Pumpenbil,2484,New South Wales,Australia,-28.37837,153.14607
Reserve Creek,2484,New South Wales,Australia,-28.35027,153.49239
Round Mountain,2484,New South Wales,Australia,-28.3549,153.5443
Rowlands Creek,2484,New South Wales,Australia,-28.36650182,153.3497085
Smiths Creek,2484,New South Wales,Australia,-28.42766643,153.377978
South Murwillumbah,2484,New South Wales,Australia,-28.32732,153.393387
Stokers Siding,2484,New South Wales,Australia,-28.4085,153.4143
Terragon,2484,New South Wales,Australia,-28.435502,153.262999
Tomewin,2484,New South Wales,Australia,-28.24461,153.377929
Tyalgum,2484,New South Wales,Australia,-28.35666,153.20576
Tyalgum Creek,2484,New South Wales,Australia,-28.36650182,153.3497085
Tygalgah,2484,New South Wales,Australia,-28.36650182,153.3497085
Uki,2484,New South Wales,Australia,-28.41408,153.336609
Upper Crystal Creek,2484,New South Wales,Australia,-28.29967012,153.3014202
Urliup,2484,New South Wales,Australia,-28.36650182,153.3497085
Wardrop Valley,2484,New South Wales,Australia,-28.36650182,153.3497085
Zara,2484,New South Wales,Australia,-28.3163,153.2585
Tweed Heads,2485,New South Wales,Australia,-28.17561,153.542007
Tweed Heads West,2485,New South Wales,Australia,-28.18736,153.52278
Banora Point,2486,New South Wales,Australia,-28.21297872,153.5363388
Bilambil,2486,New South Wales,Australia,-28.2266,153.4676
Bilambil Heights,2486,New South Wales,Australia,-28.2161,153.48415
Bungalora,2486,New South Wales,Australia,-28.21732358,153.4847932
Carool,2486,New South Wales,Australia,-28.2333333,153.4166667
Cobaki,2486,New South Wales,Australia,-28.19854,153.46441
Cobaki Lakes,2486,New South Wales,Australia,-28.21732358,153.4847932
Duroby,2486,New South Wales,Australia,-28.2621,153.4718
Glengarrie,2486,New South Wales,Australia,-28.21732358,153.4847932
Piggabeen,2486,New South Wales,Australia,-28.19094,153.45038
Terranora,2486,New South Wales,Australia,-28.238316,153.500775
Tweed Heads South,2486,New South Wales,Australia,-28.17561,153.542007
Upper Duroby,2486,New South Wales,Australia,-28.2621,153.4718
Casuarina,2487,New South Wales,Australia,-28.30042183,153.5706387
Chinderah,2487,New South Wales,Australia,-28.2333333,153.55
Cudgen,2487,New South Wales,Australia,-28.2666667,153.55
Duranbah,2487,New South Wales,Australia,-28.3166667,153.5333333
Fingal Head,2487,New South Wales,Australia,-28.20176,153.56518
Kings Forest,2487,New South Wales,Australia,-28.264614,153.547422
Kingscliff,2487,New South Wales,Australia,-28.259835,153.578156
Stotts Creek,2487,New South Wales,Australia,-28.2821,153.509
Bogangar,2488,New South Wales,Australia,-28.329439,153.568604
Cabarita Beach,2488,New South Wales,Australia,-28.33362181,153.5665512
Tanglewood,2488,New South Wales,Australia,-28.33758,153.53351
Hastings Point,2489,New South Wales,Australia,-28.3641,153.5748
Pottsville,2489,New South Wales,Australia,-28.388531,153.565643
Pottsville Beach,2489,New South Wales,Australia,-28.388531,153.565643
North Tumbulgum,2490,New South Wales,Australia,-28.2621,153.4718
Tumbulgum,2490,New South Wales,Australia,-28.275249,153.462845
Coniston,2500,New South Wales,Australia,-34.45,150.8833333
Gwynneville,2500,New South Wales,Australia,-34.4166667,150.8875
Keiraville,2500,New South Wales,Australia,-34.4166667,150.8666667
Mangerton,2500,New South Wales,Australia,-34.4366667,150.8716667
Mount Keira,2500,New South Wales,Australia,-34.4188889,150.8541667
Mount Saint Thomas,2500,New South Wales,Australia,-34.4433333,150.8722222
North Wollongong,2500,New South Wales,Australia,-34.41514,150.89859
Spring Hill,2500,New South Wales,Australia,-33.39882582,149.1525471
West Wollongong,2500,New South Wales,Australia,-34.4248,150.86417
Wollongong,2500,New South Wales,Australia,-34.424,150.893448
Wollongong DC,2500,New South Wales,Australia,-34.42946033,150.8755719
Wollongong West,2500,New South Wales,Australia,-34.4248,150.86417
Cringila,2502,New South Wales,Australia,-34.4666667,150.8833333
Lake Heights,2502,New South Wales,Australia,-34.4866667,150.875
Primbee,2502,New South Wales,Australia,-34.50357959,150.879503
Warrawong,2502,New South Wales,Australia,-34.485,150.8883333
Kemblawarra,2505,New South Wales,Australia,-34.4944444,150.89
Port Kembla,2505,New South Wales,Australia,-34.48180008,150.9011993
Berkeley,2506,New South Wales,Australia,-34.4833333,150.85
Coalcliff,2508,New South Wales,Australia,-34.24573135,150.9682312
Darkes Forest,2508,New South Wales,Australia,-34.23767,150.91945
Helensburgh,2508,New South Wales,Australia,-34.17836,150.995224
Lilyvale,2508,New South Wales,Australia,-34.1861,151.01648
Maddens Plains,2508,New South Wales,Australia,-34.2004828,150.980201
Otford,2508,New South Wales,Australia,-34.21287,150.99815
Stanwell Park,2508,New South Wales,Australia,-34.226101,150.985825
Stanwell Tops,2508,New South Wales,Australia,-34.2192901,150.9763956
Woronora Dam,2508,New South Wales,Australia,-34.1166667,150.9333333
Austinmer,2515,New South Wales,Australia,-34.30515867,150.9333515
Clifton,2515,New South Wales,Australia,-34.25,150.9666667
Coledale,2515,New South Wales,Australia,-34.29104834,150.9447026
Scarborough,2515,New South Wales,Australia,-34.27321243,150.954071
Thirroul,2515,New South Wales,Australia,-34.31604115,150.9214211
Wombarra,2515,New South Wales,Australia,-34.2833333,150.95
Bulli,2516,New South Wales,Australia,-34.33834076,150.9134674
Russell Vale,2517,New South Wales,Australia,-34.35542237,150.8943408
Woonona,2517,New South Wales,Australia,-34.3493179,150.9144258
Woonona East,2517,New South Wales,Australia,-34.35237013,150.9043833
Bellambi,2518,New South Wales,Australia,-34.3666667,150.9166667
Corrimal,2518,New South Wales,Australia,-34.37863922,150.9035645
Corrimal East,2518,New South Wales,Australia,-34.37606,150.91078
East Corrimal,2518,New South Wales,Australia,-34.37606,150.91078
Tarrawanna,2518,New South Wales,Australia,-34.38152,150.88799
Towradgi,2518,New South Wales,Australia,-34.3866667,150.9027778
Balgownie,2519,New South Wales,Australia,-34.39505386,150.8805084
Fairy Meadow,2519,New South Wales,Australia,-34.39303,150.89275
Fernhill,2519,New South Wales,Australia,-34.17,151.0052083
Mount Ousley,2519,New South Wales,Australia,-34.40213,150.88786
Mount Pleasant,2519,New South Wales,Australia,-34.39531,150.86658
Wollongong,2520,New South Wales,Australia,-34.424,150.893448
South Coast Mc,2521,New South Wales,Australia,-34.52617288,150.8533511
University Of Wollongong,2522,New South Wales,Australia,-34.52617288,150.8533511
Figtree,2525,New South Wales,Australia,-34.4355556,150.8583333
Cordeaux,2526,New South Wales,Australia,-34.44043,150.83748
Cordeaux Heights,2526,New South Wales,Australia,-34.44043,150.83748
Farmborough Heights,2526,New South Wales,Australia,-34.45499115,150.8130788
Kembla Grange,2526,New South Wales,Australia,-34.46626,150.80667
Kembla Heights,2526,New South Wales,Australia,-34.43046,150.80692
Mount Kembla,2526,New South Wales,Australia,-34.432799,150.820503
Unanderra,2526,New South Wales,Australia,-34.45306015,150.8474579
Albion Park,2527,New South Wales,Australia,-34.57131989,150.7756805
Albion Park Rail,2527,New South Wales,Australia,-34.56123,150.79675
Calderwood,2527,New South Wales,Australia,-34.5505,150.71131
Croom,2527,New South Wales,Australia,-34.59432,150.84126
North Macquarie,2527,New South Wales,Australia,-34.58449662,150.7355868
Tongarra,2527,New South Wales,Australia,-34.5833333,150.6833333
Tullimbar,2527,New South Wales,Australia,-34.5833333,150.75
Yellow Rock,2527,New South Wales,Australia,-34.6,150.7333333
Barrack Heights,2528,New South Wales,Australia,-34.56601,150.85516
Barrack Point,2528,New South Wales,Australia,-34.56285,150.86679
Lake Illawarra,2528,New South Wales,Australia,-34.54658005,150.8564472
Mount Warrigal,2528,New South Wales,Australia,-34.54804,150.83752
Warilla,2528,New South Wales,Australia,-34.55185234,150.8583082
Windang,2528,New South Wales,Australia,-34.5333333,150.8666667
Blackbutt,2529,New South Wales,Australia,-34.57058929,150.8396323
Dunmore,2529,New South Wales,Australia,-34.6,150.85
Flinders,2529,New South Wales,Australia,-34.58333373,150.8551598
Oak Flats,2529,New South Wales,Australia,-34.56229097,150.8219276
Oak Flats Dc,2529,New South Wales,Australia,-34.5752558,150.8441812
Shell Cove,2529,New South Wales,Australia,-34.58870406,150.8724976
Shellharbour,2529,New South Wales,Australia,-34.5833333,150.8666667
Shellharbour City Centre,2529,New South Wales,Australia,-34.56364,150.83834
Shellharbour Square,2529,New South Wales,Australia,-34.5752558,150.8441812
Avondale,2530,New South Wales,Australia,-34.5175,150.7501
Brownsville,2530,New South Wales,Australia,-34.4833333,150.8
Cleveland,2530,New South Wales,Australia,-34.54924505,150.48266
Dapto,2530,New South Wales,Australia,-34.5,150.7833333
Dombarton,2530,New South Wales,Australia,-34.45862,150.77182
Haywards Bay,2530,New South Wales,Australia,-34.53389953,150.7915932
Horsley,2530,New South Wales,Australia,-34.48762659,150.7779897
Huntley,2530,New South Wales,Australia,-34.49763,150.74212
Kanahooka,2530,New South Wales,Australia,-34.49329927,150.818841
Koonawarra,2530,New South Wales,Australia,-34.50212,150.80855
Marshall Mount,2530,New South Wales,Australia,-34.55,150.75
Penrose,2530,New South Wales,Australia,-34.6707,150.2137
Wongawilli,2530,New South Wales,Australia,-34.47753,150.7568
Yallah,2530,New South Wales,Australia,-34.53691,150.78525
Bombo,2533,New South Wales,Australia,-34.65211,150.8596
Curramore,2533,New South Wales,Australia,-34.62344,150.7607
Jamberoo,2533,New South Wales,Australia,-34.647449,150.774643
Jerrara,2533,New South Wales,Australia,-34.6701,150.82314
Kiama,2533,New South Wales,Australia,-34.668282,150.852188
Kiama Downs,2533,New South Wales,Australia,-34.633414,150.854558
Kiama Heights,2533,New South Wales,Australia,-34.6496881,150.8256103
Minnamurra,2533,New South Wales,Australia,-34.6333333,150.85
Saddleback Mountain,2533,New South Wales,Australia,-34.69612,150.81688
Broughton Village,2534,New South Wales,Australia,-34.7666667,150.75
Foxground,2534,New South Wales,Australia,-34.7152,150.7679
Gerringong,2534,New South Wales,Australia,-34.747021,150.828094
Gerroa,2534,New South Wales,Australia,-34.769119,150.810135
Rose Valley,2534,New South Wales,Australia,-34.7235,150.8096
Toolijooa,2534,New South Wales,Australia,-34.76488,150.7831
Werri Beach,2534,New South Wales,Australia,-34.73679283,150.8308697
Willow Vale,2534,New South Wales,Australia,-34.73812121,150.7997561
Back Forest,2535,New South Wales,Australia,-34.78099594,150.7050381
Bellawongarah,2535,New South Wales,Australia,-34.7666667,150.6333333
Berry,2535,New South Wales,Australia,-34.77507,150.69436
Berry Mountain,2535,New South Wales,Australia,-34.78099594,150.7050381
Brogers Creek,2535,New South Wales,Australia,-34.78099594,150.7050381
Broughton,2535,New South Wales,Australia,-34.75,150.7666667
Broughton Vale,2535,New South Wales,Australia,-34.75,150.7666667
Budderoo,2535,New South Wales,Australia,-34.78193145,150.6799967
Bundewallah,2535,New South Wales,Australia,-34.78099594,150.7050381
Coolangatta,2535,New South Wales,Australia,-34.85283334,150.7262421
Far Meadow,2535,New South Wales,Australia,-34.78099594,150.7050381
Jaspers Brush,2535,New South Wales,Australia,-34.8166667,150.6666667
Shoalhaven Heads,2535,New South Wales,Australia,-34.85086115,150.7451248
Wattamolla,2535,New South Wales,Australia,-34.7333333,150.65
Woodhill,2535,New South Wales,Australia,-34.7333333,150.7
Batehaven,2536,New South Wales,Australia,-35.73757001,150.1983577
Batemans Bay,2536,New South Wales,Australia,-35.706581,150.175415
Benandarah,2536,New South Wales,Australia,-35.6333333,150.25
Bimbimbie,2536,New South Wales,Australia,-35.63189602,150.1637044
Buckenbowra,2536,New South Wales,Australia,-35.7333333,150.0666667
Catalina,2536,New South Wales,Australia,-35.73000459,150.1849447
Currowan,2536,New South Wales,Australia,-35.5833333,150.1666667
Denhams Beach,2536,New South Wales,Australia,-35.75089296,150.2114394
Depot Beach,2536,New South Wales,Australia,-35.63996735,150.1532825
Durras North,2536,New South Wales,Australia,-35.63189602,150.1637044
East Lynne,2536,New South Wales,Australia,-35.59004,150.29266
Guerilla Bay,2536,New South Wales,Australia,-35.63189602,150.1637044
Jeremadra,2536,New South Wales,Australia,-35.809125,150.136599
Lilli Pilli,2536,New South Wales,Australia,-35.77587343,150.2280043
Long Beach,2536,New South Wales,Australia,-35.708328,150.244827
Maloneys Beach,2536,New South Wales,Australia,-35.705933,150.247977
Malua Bay,2536,New South Wales,Australia,-35.793819,150.228333
Mogo,2536,New South Wales,Australia,-35.784779,150.141739
Nelligen,2536,New South Wales,Australia,-35.64669,150.136169
North Batemans Bay,2536,New South Wales,Australia,-35.700315,150.183191
Pebbly Beach,2536,New South Wales,Australia,-35.63996735,150.1532825
Rosedale,2536,New South Wales,Australia,-35.816,150.2225
Runnyford,2536,New South Wales,Australia,-35.63189602,150.1637044
South Durras,2536,New South Wales,Australia,-35.65129847,150.2952003
Sunshine Bay,2536,New South Wales,Australia,-35.74540219,150.2079183
Surf Beach,2536,New South Wales,Australia,-35.63189602,150.1637044
Surfside,2536,New South Wales,Australia,-35.69530938,150.1994868
Woodlands,2536,New South Wales,Australia,-35.316603,149.886313
Bergalia,2537,New South Wales,Australia,-35.9818,150.1012
Bingie,2537,New South Wales,Australia,-36.01047,150.14826
Broulee,2537,New South Wales,Australia,-35.85469182,150.1739216
Coila,2537,New South Wales,Australia,-36.0068,150.0965
Congo,2537,New South Wales,Australia,-35.955197,150.157458
Deua,2537,New South Wales,Australia,-35.86131281,149.9495281
Deua River Valley,2537,New South Wales,Australia,-35.86131281,149.9495281
Kiora,2537,New South Wales,Australia,-35.9333333,150.0333333
Meringo,2537,New South Wales,Australia,-35.86131281,149.9495281
Mogendoura,2537,New South Wales,Australia,-35.8652,150.0512
Moruya,2537,New South Wales,Australia,-35.912498,150.081436
Moruya Heads,2537,New South Wales,Australia,-35.91774,150.153748
Mossy Point,2537,New South Wales,Australia,-35.839821,150.180405
Tomakin,2537,New South Wales,Australia,-35.823349,150.187943
Turlinjah,2537,New South Wales,Australia,-36.0333333,150.1
Tuross Head,2537,New South Wales,Australia,-36.05328,150.133224
Wamban,2537,New South Wales,Australia,-35.93344831,150.1203342
Brooman,2538,New South Wales,Australia,-35.5,150.25
Little Forest,2538,New South Wales,Australia,-35.42706086,150.3108232
Milton,2538,New South Wales,Australia,-35.316441,150.436096
Mogood,2538,New South Wales,Australia,-35.49180244,150.1905303
Morton,2538,New South Wales,Australia,-35.4,150.3666667
Porters Creek,2538,New South Wales,Australia,-35.42706086,150.3108232
Woodburn,2538,New South Wales,Australia,-35.42706086,150.3108232
Woodstock,2538,New South Wales,Australia,-33.744572,148.848923
Bawley Point,2539,New South Wales,Australia,-35.507778,150.389221
Bendalong,2539,New South Wales,Australia,-35.24674,150.5284
Berringer Lake,2539,New South Wales,Australia,-35.25326,150.49798
Burrill Lake,2539,New South Wales,Australia,-35.38716069,150.4495239
Cockwhy,2539,New South Wales,Australia,-35.3549239,150.4469792
Conjola,2539,New South Wales,Australia,-35.2166667,150.45
Conjola Park,2539,New South Wales,Australia,-35.26314,150.43983
Croobyar,2539,New South Wales,Australia,-35.3549239,150.4469792
Cunjurong Point,2539,New South Wales,Australia,-35.259759,150.504909
Dolphin Point,2539,New South Wales,Australia,-35.4018091,150.443578
Fishermans Paradise,2539,New South Wales,Australia,-35.229622,150.444885
Kings Point,2539,New South Wales,Australia,-35.370152,150.434128
Kioloa,2539,New South Wales,Australia,-35.554249,150.378937
Lake Conjola,2539,New South Wales,Australia,-35.26808,150.49081
Lake Tabourie,2539,New South Wales,Australia,-35.439171,150.3983
Manyana,2539,New South Wales,Australia,-35.25512,150.51373
Mollymook,2539,New South Wales,Australia,-35.32965647,150.4717326
Mollymook Beach,2539,New South Wales,Australia,-35.32965647,150.4717326
Mount Kingiman,2539,New South Wales,Australia,-35.3549239,150.4469792
Narrawallee,2539,New South Wales,Australia,-35.3124263,150.4635052
Pointer Mountain,2539,New South Wales,Australia,-35.3549239,150.4469792
Pretty Beach,2539,New South Wales,Australia,-33.5166667,151.35
Termeil,2539,New South Wales,Australia,-35.4666667,150.35
Ulladulla,2539,New South Wales,Australia,-35.359058,150.472473
Yadboro,2539,New South Wales,Australia,-35.3549239,150.4469792
Yatte Yattah,2539,New South Wales,Australia,-35.25876,150.42579
Bamarang,2540,New South Wales,Australia,-35.02804914,150.5501392
Barringella,2540,New South Wales,Australia,-35.01685183,150.631897
Basin View,2540,New South Wales,Australia,-35.088329,150.555344
Beecroft Peninsula,2540,New South Wales,Australia,-35.04313207,150.8070516
Berrara,2540,New South Wales,Australia,-35.20499,150.55252
Bewong,2540,New South Wales,Australia,-35.01685183,150.631897
Bolong,2540,New South Wales,Australia,-34.85,150.6666667
Boolijah,2540,New South Wales,Australia,-35.01685183,150.631897
Bream Beach,2540,New South Wales,Australia,-35.01685183,150.631897
Browns Mountain,2540,New South Wales,Australia,-35.01685183,150.631897
Brundee,2540,New South Wales,Australia,-34.9,150.6833333
Buangla,2540,New South Wales,Australia,-35.01685183,150.631897
Burrier,2540,New South Wales,Australia,-34.8833333,150.4666667
Callala Bay,2540,New South Wales,Australia,-34.99668,150.72281
Callala Beach,2540,New South Wales,Australia,-35.0055542,150.695816
Cambewarra,2540,New South Wales,Australia,-34.823349,150.559402
Cambewarra Village,2540,New South Wales,Australia,-35.01685183,150.631897
Comberton,2540,New South Wales,Australia,-35.01685183,150.631897
Comerong Island,2540,New South Wales,Australia,-34.86544,150.7365
Cudmirrah,2540,New South Wales,Australia,-35.19797,150.55621
Culburra Beach,2540,New South Wales,Australia,-34.930305,150.758745
Currarong,2540,New South Wales,Australia,-35.01513,150.82688
Erowal Bay,2540,New South Wales,Australia,-35.099911,150.650482
Ettrema,2540,New South Wales,Australia,-35.01685183,150.631897
Falls Creek,2540,New South Wales,Australia,-34.9666667,150.6
Greenwell Point,2540,New South Wales,Australia,-34.90751,150.73113
Hmas Albatross,2540,New South Wales,Australia,-35.02804914,150.5501392
Hmas Creswell,2540,Australian Capital Territory,Australia,-35.02804914,150.5501392
Huskisson,2540,New South Wales,Australia,-35.04007,150.667969
Hyams Beach,2540,New South Wales,Australia,-35.10144,150.69242
Illaroo,2540,New South Wales,Australia,-35.01685183,150.631897
Jerrawangala,2540,New South Wales,Australia,-35.1166667,150.4833333
Jervis Bay,2540,Australian Capital Territory,Australia,-35.1333333,150.7
Kinghorne,2540,New South Wales,Australia,-34.98957,150.78375
Longreach,2540,New South Wales,Australia,-35.01685183,150.631897
Mayfield,2540,New South Wales,Australia,-32.89793,151.73613
Meroo Meadow,2540,New South Wales,Australia,-34.809874,150.618378
Mondayong,2540,New South Wales,Australia,-35.01685183,150.631897
Moollattoo,2540,New South Wales,Australia,-35.01685183,150.631897
Mundamia,2540,New South Wales,Australia,-35.01685183,150.631897
Myola,2540,New South Wales,Australia,-35.02310616,150.6757901
Nowra Hill,2540,New South Wales,Australia,-35.01685183,150.631897
Nowra Naval Po,2540,New South Wales,Australia,-35.01685183,150.631897
Numbaa,2540,New South Wales,Australia,-35.02804914,150.5501392
Old Erowal Bay,2540,New South Wales,Australia,-35.084599,150.645676
Orient Point,2540,New South Wales,Australia,-34.90913,150.74967
Parma,2540,New South Wales,Australia,-35.01685183,150.631897
Pyree,2540,New South Wales,Australia,-34.9166667,150.7
Sanctuary Point,2540,New South Wales,Australia,-35.103611,150.626667
St Georges Basin,2540,New South Wales,Australia,-35.090788,150.597815
Sussex Inlet,2540,New South Wales,Australia,-35.15670776,150.5853271
Swanhaven,2540,New South Wales,Australia,-35.02804914,150.5501392
Tallowal,2540,New South Wales,Australia,-35.01685183,150.631897
Tapitallee,2540,New South Wales,Australia,-34.829819,150.539688
Terara,2540,New South Wales,Australia,-34.8833333,150.6333333
Tomerong,2540,New South Wales,Australia,-35.052311,150.586502
Tullarwalla,2540,New South Wales,Australia,-35.01685183,150.631897
Twelve Mile Peg,2540,New South Wales,Australia,-35.01685183,150.631897
