Suburb,Postcode,State,Country,Latitude,Longitude
Meda,6728,Western Australia,Australia,-20.41589425,118.707185
St George Ranges,6728,Western Australia,Australia,-18.98203801,125.0087252
Willare,6728,Western Australia,Australia,-20.41589425,118.707185
Cockatoo Island,6731,Western Australia,Australia,-20.58275164,119.1891273
Koolan Island,6733,Western Australia,Australia,-21.04537037,118.4324074
Drysdale River,6740,Western Australia,Australia,-15.9162459,126.8147791
Kalumburu,6740,Western Australia,Australia,-14.287233,126.63445
Mitchell Plateau,6740,Western Australia,Australia,-15.9162459,126.8147791
Oombulgurri,6740,Western Australia,Australia,-15.9162459,126.8147791
Prince Regent River,6740,Western Australia,Australia,-15.9162459,126.8147791
Wyndham,6740,Western Australia,Australia,-15.4869,128.124283
Cambridge Gulf,6743,Western Australia,Australia,-17.41222739,129.6860775
Durack,6743,Western Australia,Australia,-17.41222739,129.6860775
Gibb,6743,Western Australia,Australia,-32.084414,119.098164
Kununurra,6743,Western Australia,Australia,-15.773903,128.738971
Lake Argyle,6743,Western Australia,Australia,-16.108826,128.744276
Warmun,6743,Western Australia,Australia,-17.033797,128.223626
Chichester,6751,Western Australia,Australia,-22.68557349,117.7905608
Innawanga,6751,Western Australia,Australia,-22.68557349,117.7905608
Juna Downs,6751,Western Australia,Australia,-22.68557349,117.7905608
Karijini,6751,Western Australia,Australia,-22.68557349,117.7905608
Mount Sheila,6751,Western Australia,Australia,-22.68557349,117.7905608
Mulga Downs,6751,Western Australia,Australia,-22.68557349,117.7905608
Nanutarra,6751,Western Australia,Australia,-22.68557349,117.7905608
Rocklea,6751,Western Australia,Australia,-32.869611,118.423284
Tom Price,6751,Western Australia,Australia,-22.6939,117.7931
Wittenoom,6751,Western Australia,Australia,-22.24040497,118.3354568
Newman,6753,Western Australia,Australia,-23.35644013,119.735527
Paraburdoo,6754,Western Australia,Australia,-23.20417,117.669731
Nullagine,6758,Western Australia,Australia,-21.88972,120.1114
Marble Bar,6760,Western Australia,Australia,-21.17067,119.744408
Shay Gap,6761,Western Australia,Australia,-21.17067,119.744408
Telfer,6762,Western Australia,Australia,-21.21168636,123.261745
Fitzroy Crossing,6765,Western Australia,Australia,-18.19714,125.566628
Mount Hardman,6765,Western Australia,Australia,-21.17067,119.744408
Halls Creek,6770,Western Australia,Australia,-19.36677963,127.5677732
Mcbeath,6770,Western Australia,Australia,-19.36677963,127.5677732
Mueller Ranges,6770,Western Australia,Australia,-18.39834544,126.8561674
Ord River,6770,Western Australia,Australia,-17.385668,128.920741
Purnululu,6770,Western Australia,Australia,-19.36677963,127.5677732
Sturt Creek,6770,Western Australia,Australia,-18.838615,128.178265
Tanami,6770,Western Australia,Australia,-19.36677963,127.5677732
Christmas Island,6798,Western Australia,Australia,-10.48535557,105.6364706
Home Island Cocos (Keeling) Islands,6799,Western Australia,Australia,-12.13524249,96.86284306
West Island Cocos (Keeling) Islands,6799,Western Australia,Australia,-12.13524249,96.86284306
Perth,6800,Western Australia,Australia,-31.95224,115.861397
Northbridge,6803,Western Australia,Australia,-31.9478411,115.8588123
Perth,6809,Western Australia,Australia,-31.95224,115.861397
Perth,6817,Western Australia,Australia,-31.95224,115.861397
Perth,6820,Western Australia,Australia,-31.95224,115.861397
Perth,6827,Western Australia,Australia,-31.95224,115.861397
Perth,6830,Western Australia,Australia,-31.95224,115.861397
Perth St Georges Tce,6831,Western Australia,Australia,-31.9333333,115.8333333
Perth Adelaide Tce,6832,Western Australia,Australia,-31.95224,115.861397
Perth East St Georges Tce,6832,Western Australia,Australia,-31.9333333,115.8333333
Perth,6837,Western Australia,Australia,-31.95224,115.861397
Perth,6838,Western Australia,Australia,-31.95224,115.861397
Perth,6839,Western Australia,Australia,-31.95224,115.861397
Perth,6840,Western Australia,Australia,-31.95224,115.861397
Perth,6841,Western Australia,Australia,-31.95224,115.861397
Perth,6842,Western Australia,Australia,-31.95224,115.861397
Perth,6843,Western Australia,Australia,-31.95224,115.861397
Perth,6844,Western Australia,Australia,-31.95224,115.861397
Perth,6845,Western Australia,Australia,-31.95224,115.861397
Perth,6846,Western Australia,Australia,-31.95224,115.861397
Perth,6847,Western Australia,Australia,-31.95224,115.861397
Perth,6848,Western Australia,Australia,-31.95224,115.861397
Perth Bc,6849,Western Australia,Australia,-31.9333333,115.8333333
Cloisters Square,6850,Western Australia,Australia,-31.9333333,115.8333333
Cloisters Square Po,6850,Western Australia,Australia,-31.95198529,115.8607203
Northbridge,6865,Western Australia,Australia,-31.9478411,115.8588123
West Perth,6872,Western Australia,Australia,-31.94895782,115.8419895
East Perth,6892,Western Australia,Australia,-31.95871639,115.8710861
Leederville,6900,Western Australia,Australia,-31.93628469,115.8419037
West Leederville,6901,Western Australia,Australia,-31.94141,115.83117
Leederville,6902,Western Australia,Australia,-31.93628469,115.8419037
Leederville,6903,Western Australia,Australia,-31.93628469,115.8419037
Subiaco,6904,Western Australia,Australia,-31.94849968,115.8267975
Subiaco Po,6904,Western Australia,Australia,-31.95,115.8
Northlands,6905,Western Australia,Australia,-31.9722222,115.8
Northlands Po,6905,Western Australia,Australia,-31.94863068,115.827547
North Perth,6906,Western Australia,Australia,-31.92724006,115.8527613
Nedlands,6907,Western Australia,Australia,-31.98184013,115.8072968
Nedlands,6909,Western Australia,Australia,-31.98184013,115.8072968
Claremont,6910,Western Australia,Australia,-31.97961044,115.7823029
Cottesloe,6911,Western Australia,Australia,-32,115.7666667
Mosman Park,6912,Western Australia,Australia,-32.00538,115.7638
Wembley,6913,Western Australia,Australia,-31.9333333,115.8
Balcatta,6914,Western Australia,Australia,-31.87500661,115.8283854
Mount Hawthorn,6915,Western Australia,Australia,-31.92000215,115.8350942
Osborne Park,6916,Western Australia,Australia,-31.90065948,115.810833
Osborne Park Dc,6916,Western Australia,Australia,-31.98020833,115.7756945
Osborne Park,6917,Western Australia,Australia,-31.90065948,115.810833
Innaloo,6918,Western Australia,Australia,-31.89271522,115.7950832
Joondalup Dc,6919,Western Australia,Australia,-31.98020833,115.7756945
North Beach,6920,Western Australia,Australia,-31.86297937,115.7562447
Karrinyup,6921,Western Australia,Australia,-31.87233211,115.7768392
Scarborough,6922,Western Australia,Australia,-31.89577724,115.7643127
Hillarys,6923,Western Australia,Australia,-31.80697739,115.7404518
Greenwood,6924,Western Australia,Australia,-31.8272303,115.8024702
Walliston Dc,6925,Western Australia,Australia,-31.91666667,115.8555556
Kalamunda,6926,Western Australia,Australia,-31.98683,116.0704
Mount Lawley,6929,Western Australia,Australia,-31.93439085,115.8716011
Maylands,6931,Western Australia,Australia,-31.93097,115.89486
Inglewood,6932,Western Australia,Australia,-31.91663498,115.8797977
Bayswater,6933,Western Australia,Australia,-31.91685874,115.9177606
Bassendean,6934,Western Australia,Australia,-31.90906,115.9437
Guildford,6935,Western Australia,Australia,-31.9,115.9666667
Midland Dc,6936,Western Australia,Australia,-31.9111111,115.9333333
Tuart Hill,6937,Western Australia,Australia,-31.89807581,115.8349495
Tuart Hill,6938,Western Australia,Australia,-31.89807581,115.8349495
Tuart Hill,6939,Western Australia,Australia,-31.89807581,115.8349495
Tuart Hill,6940,Western Australia,Australia,-31.89807581,115.8349495
Mirrabooka,6941,Western Australia,Australia,-31.85963431,115.8658737
Bassendean Dc,6942,Western Australia,Australia,-31.75,115.8
Morley,6943,Western Australia,Australia,-31.88774565,115.9099002
Malaga,6944,Western Australia,Australia,-31.8526274,115.8810425
Malaga Dc,6945,Western Australia,Australia,-31.75,115.8
Wanneroo,6946,Western Australia,Australia,-31.75,115.8
Wangara Dc,6947,Western Australia,Australia,-31.75,115.8
South Perth,6951,Western Australia,Australia,-31.9833333,115.8666667
Como,6952,Western Australia,Australia,-31.99118895,115.8633614
Applecross,6953,Western Australia,Australia,-32.016667,115.833333
Booragoon,6954,Western Australia,Australia,-32.0394513,115.8336875
Willetton,6955,Western Australia,Australia,-32.05250671,115.8878242
Melville,6956,Western Australia,Australia,-32.04039054,115.8011554
Palmyra,6957,Western Australia,Australia,-32.04501983,115.7858936
Royal Australian Navy Warships,6958,Western Australia,Australia,-32.05,115.7666667
Fremantle,6959,Western Australia,Australia,-32.05,115.7666667
Myaree Bc,6960,Western Australia,Australia,-32.2833333,115.7166667
Palmyra Dc,6961,Western Australia,Australia,-32.2833333,115.7166667
Hamilton Hill,6963,Western Australia,Australia,-32.08450933,115.7794584
Success,6964,Western Australia,Australia,-32.14280798,115.8499943
Bibra Lake Dc,6965,Western Australia,Australia,-32.2833333,115.7166667
Kwinana,6966,Western Australia,Australia,-32.230129,115.781281
Rockingham Dc,6967,Western Australia,Australia,-32.2833333,115.7166667
Rockingham,6968,Western Australia,Australia,-32.276821,115.729782
Rockingham Beach,6969,Western Australia,Australia,-32.2833333,115.7166667
Canning Vale Dc,6970,Western Australia,Australia,-31.99185605,115.8645202
Victoria Park,6979,Western Australia,Australia,-31.97619184,115.9052467
Cannington,6980,Western Australia,Australia,-32.0166667,115.95
East Victoria Park,6981,Western Australia,Australia,-31.98894341,115.9038793
Bentley,6982,Western Australia,Australia,-32,115.9166667
Bentley Dc,6983,Western Australia,Australia,-32.00482562,115.9410825
Belmont,6984,Western Australia,Australia,-31.94349548,115.9255028
Cloverdale,6985,Western Australia,Australia,-31.96280689,115.9442828
Welshpool Dc,6986,Western Australia,Australia,-32.00482562,115.9410825
Cannington,6987,Western Australia,Australia,-32.0166667,115.95
Thornlie,6988,Western Australia,Australia,-32.06002578,115.9549952
Maddington,6989,Western Australia,Australia,-32.05,115.9833333
Gosnells,6990,Western Australia,Australia,-32.081,116.0054
Kelmscott,6991,Western Australia,Australia,-32.12434,116.0259
Armadale,6992,Western Australia,Australia,-32.146068,116.009296
Kelmscott Dc,6997,Western Australia,Australia,-32.11666667,116.0055556
Glebe,7000,Tasmania,Australia,-42.87471212,147.3281308
Hobart,7000,Tasmania,Australia,-42.87936056,147.3294067
Mount Stuart,7000,Tasmania,Australia,-42.87157,147.30164
North Hobart,7000,Tasmania,Australia,-42.87406,147.31597
Queens Domain,7000,Tasmania,Australia,-42.87703634,147.3287688
West Hobart,7000,Tasmania,Australia,-42.87658,147.30688
Hobart,7001,Tasmania,Australia,-42.87936056,147.3294067
North Hobart,7002,Tasmania,Australia,-42.87406,147.31597
Battery Point,7004,Tasmania,Australia,-42.88994597,147.3332394
South Hobart,7004,Tasmania,Australia,-42.89459,147.30924
Dynnyrne,7005,Tasmania,Australia,-42.90541,147.31576
Lower Sandy Bay,7005,Tasmania,Australia,-42.91300059,147.3531818
Sandy Bay,7005,Tasmania,Australia,-42.89449,147.32439
University Of Tasmania,7005,Tasmania,Australia,-42.91074825,147.3357429
Sandy Bay,7006,Tasmania,Australia,-42.89449,147.32439
Mount Nelson,7007,Tasmania,Australia,-42.92073,147.32069
Tolmans Hill,7007,Tasmania,Australia,-42.91404,147.30705
Lenah Valley,7008,Tasmania,Australia,-42.87146002,147.2751351
New Town,7008,Tasmania,Australia,-42.85757828,147.3086853
Derwent Park,7009,Tasmania,Australia,-42.8350647,147.2949307
Lutana,7009,Tasmania,Australia,-42.83474731,147.3115234
Moonah,7009,Tasmania,Australia,-42.84616852,147.3022766
West Moonah,7009,Tasmania,Australia,-42.84996,147.28181
Dowsing Point,7010,Tasmania,Australia,-42.82082,147.30224
Elwick,7010,Tasmania,Australia,-42.83549623,147.2645895
Glenorchy,7010,Tasmania,Australia,-42.83342962,147.2759342
Goodwood,7010,Tasmania,Australia,-42.82822,147.29301
Montrose,7010,Tasmania,Australia,-42.82895256,147.2473457
Rosetta,7010,Tasmania,Australia,-42.82104547,147.2525777
Austins Ferry,7011,Tasmania,Australia,-42.7666667,147.25
Berriedale,7011,Tasmania,Australia,-42.8166667,147.25
Chigwell,7011,Tasmania,Australia,-42.80912422,147.2448001
Claremont,7011,Tasmania,Australia,-42.7833333,147.25
Collinsvale,7012,Tasmania,Australia,-42.841671,147.196121
Glenlusk,7012,Tasmania,Australia,-42.8166667,147.2
Geilston Bay,7015,Tasmania,Australia,-42.82955207,147.3462958
Lindisfarne,7015,Tasmania,Australia,-42.84837341,147.3619232
Rose Bay,7015,Tasmania,Australia,-42.83204967,147.3226569
Risdon Vale,7016,Tasmania,Australia,-42.81242,147.356538
Grasstree Hill,7017,Tasmania,Australia,-42.782045,147.361328
Honeywood,7017,Tasmania,Australia,-42.72614385,147.2802326
Old Beach,7017,Tasmania,Australia,-42.77758,147.266586
Otago,7017,Tasmania,Australia,-42.80875,147.298416
Risdon,7017,Tasmania,Australia,-42.8,147.3333333
Tea Tree,7017,Tasmania,Australia,-42.6833333,147.3166667
Bellerive,7018,Tasmania,Australia,-42.87551117,147.3703003
Howrah,7018,Tasmania,Australia,-42.88728491,147.4055386
Montagu Bay,7018,Tasmania,Australia,-42.86256513,147.3532677
Mornington,7018,Tasmania,Australia,-42.86267115,147.3981878
Rosny,7018,Tasmania,Australia,-42.87069553,147.3569961
Rosny Park,7018,Tasmania,Australia,-42.86614507,147.3676758
Tranmere,7018,Tasmania,Australia,-42.92179174,147.417013
Warrane,7018,Tasmania,Australia,-42.85546112,147.3829651
Clarendon Vale,7019,Tasmania,Australia,-42.88987539,147.4436791
Oakdowns,7019,Tasmania,Australia,-42.90177962,147.4559486
Rokeby,7019,Tasmania,Australia,-42.89874649,147.449173
Clifton Beach,7020,Tasmania,Australia,-42.98531,147.52107
Sandford,7020,Tasmania,Australia,-42.9333333,147.5
Lauderdale,7021,Tasmania,Australia,-42.913639,147.487473
South Arm,7022,Tasmania,Australia,-43.024675,147.414904
Opossum Bay,7023,Tasmania,Australia,-42.995369,147.403763
Cremorne,7024,Tasmania,Australia,-42.9578,147.5315
Dulcot,7025,Tasmania,Australia,-42.78833216,147.4013884
Richmond,7025,Tasmania,Australia,-42.73553957,147.4383259
Campania,7026,Tasmania,Australia,-42.66478,147.423187
Colebrook,7027,Tasmania,Australia,-42.5333333,147.3666667
Apsley,7030,Tasmania,Australia,-42.436458,147.146632
Arthurs Lake,7030,Tasmania,Australia,-42.50424106,147.1202855
Bagdad,7030,Tasmania,Australia,-42.629681,147.223389
Bagdad North,7030,Tasmania,Australia,-42.50424106,147.1202855
Bothwell,7030,Tasmania,Australia,-42.384769,147.008316
Bridgewater,7030,Tasmania,Australia,-42.73719,147.227844
Brighton,7030,Tasmania,Australia,-42.69814058,147.2448913
Broadmarsh,7030,Tasmania,Australia,-42.65,147.1166667
Cramps Bay,7030,Tasmania,Australia,-42.50424106,147.1202855
Dromedary,7030,Tasmania,Australia,-42.7333333,147.1666667
Dysart,7030,Tasmania,Australia,-42.5666667,147.2
Elderslie,7030,Tasmania,Australia,-42.6,147.0666667
Flintstone,7030,Tasmania,Australia,-42.50424106,147.1202855
Gagebrook,7030,Tasmania,Australia,-42.7477,147.269836
Granton,7030,Tasmania,Australia,-42.75148717,147.2279549
Herdsmans Cove,7030,Tasmania,Australia,-42.75066232,147.2648315
Hermitage,7030,Tasmania,Australia,-42.25,146.8833333
Interlaken,7030,Tasmania,Australia,-42.15,147.1833333
Jericho,7030,Tasmania,Australia,-42.3833333,147.2833333
Kempton,7030,Tasmania,Australia,-42.535914,147.205207
Lake Sorell,7030,Tasmania,Australia,-42.50424106,147.1202855
Liawenee,7030,Tasmania,Australia,-42.50424106,147.1202855
Lower Marshes,7030,Tasmania,Australia,-42.23795711,147.0099634
Mangalore,7030,Tasmania,Australia,-42.65,147.2333333
Melton Mowbray,7030,Tasmania,Australia,-42.4666667,147.1833333
Miena,7030,Tasmania,Australia,-41.9817,146.72318
Millers Bluff,7030,Tasmania,Australia,-42.50424106,147.1202855
Morass Bay,7030,Tasmania,Australia,-42.50424106,147.1202855
Pelham,7030,Tasmania,Australia,-42.5833333,147
Pontville,7030,Tasmania,Australia,-42.687046,147.268601
Shannon,7030,Tasmania,Australia,-42.23795711,147.0099634
Steppes,7030,Tasmania,Australia,-42.11042,146.892353
Tods Corner,7030,Tasmania,Australia,-42.50424106,147.1202855
Waddamana,7030,Tasmania,Australia,-42.127098,146.747646
Wilburville,7030,Tasmania,Australia,-42.50424106,147.1202855
Kingston,7050,Tasmania,Australia,-42.976379,147.303513
Kingston Beach,7050,Tasmania,Australia,-42.98020935,147.3194122
Kingston,7051,Tasmania,Australia,-42.976379,147.303513
Blackmans Bay,7052,Tasmania,Australia,-43.00310516,147.3169403
Bonnet Hill,7053,Tasmania,Australia,-42.96799711,147.3319387
Taroona,7053,Tasmania,Australia,-42.94519806,147.3484039
Barretta,7054,Tasmania,Australia,-43.03393797,147.2462577
Coningham,7054,Tasmania,Australia,-43.07668686,147.2756348
Electrona,7054,Tasmania,Australia,-43.05766499,147.2607089
Fern Tree,7054,Tasmania,Australia,-42.921009,147.263336
Howden,7054,Tasmania,Australia,-43.025383,147.2936554
Leslie Vale,7054,Tasmania,Australia,-42.97434462,147.2295113
Lower Snug,7054,Tasmania,Australia,-43.00812602,147.2655301
Margate,7054,Tasmania,Australia,-43.028141,147.262558
Neika,7054,Tasmania,Australia,-42.95,147.2333333
Ridgeway,7054,Tasmania,Australia,-42.927961,147.289031
Snug,7054,Tasmania,Australia,-43.066689,147.254684
Tinderbox,7054,Tasmania,Australia,-43.03618,147.32027
Wellington Park,7054,Tasmania,Australia,-43.00812602,147.2655301
Huntingfield,7055,Tasmania,Australia,-43.00157003,147.2956932
Catamaran,7109,Tasmania,Australia,-43.558331,146.891138
Crabtree,7109,Tasmania,Australia,-42.93289657,147.0489051
Cradoc,7109,Tasmania,Australia,-43.099054,147.028481
Glaziers Bay,7109,Tasmania,Australia,-43.1333333,147.05
Glen Huon,7109,Tasmania,Australia,-43.0333333,146.9666667
Glendevie,7109,Tasmania,Australia,-43.23915,146.995255
Grove,7109,Tasmania,Australia,-42.9833333,147.1
Hastings,7109,Tasmania,Australia,-43.408948,146.919516
Huonville,7109,Tasmania,Australia,-43.031239,147.048126
Ida Bay,7109,Tasmania,Australia,-43.12689634,147.0275299
Judbury,7109,Tasmania,Australia,-42.992366,146.932624
Lonnavale,7109,Tasmania,Australia,-42.975374,146.839719
Lower Longley,7109,Tasmania,Australia,-42.979052,147.144403
Lower Wattle Grove,7109,Tasmania,Australia,-43.12689634,147.0275299
Lucaston,7109,Tasmania,Australia,-42.9833333,147.05
Lune River,7109,Tasmania,Australia,-43.42946625,146.9008789
Lymington,7109,Tasmania,Australia,-43.198386,147.072726
Mountain River,7109,Tasmania,Australia,-42.945021,147.125661
Petcheys Bay,7109,Tasmania,Australia,-43.21087993,146.8675865
Raminea,7109,Tasmania,Australia,-43.21087993,146.8675865
Ranelagh,7109,Tasmania,Australia,-43.009769,147.037643
Recherche,7109,Tasmania,Australia,-43.12689634,147.0275299
Southport,7109,Tasmania,Australia,-43.21087993,146.8675865
Southport Lagoon,7109,Tasmania,Australia,-43.12689634,147.0275299
Strathblane,7109,Tasmania,Australia,-43.334097,146.97052
Waterloo,7109,Tasmania,Australia,-43.21087993,146.8675865
Wattle Grove,7109,Tasmania,Australia,-43.16726,146.998559
Woodstock,7109,Tasmania,Australia,-43.073648,147.037623
Abels Bay,7112,Tasmania,Australia,-43.16958997,147.1296488
Charlotte Cove,7112,Tasmania,Australia,-43.18897795,147.1479788
Cygnet,7112,Tasmania,Australia,-43.153332,147.072525
Deep Bay,7112,Tasmania,Australia,-43.20822446,147.1340356
Eggs And Bacon Bay,7112,Tasmania,Australia,-43.245546,147.104669
Garden Island Creek,7112,Tasmania,Australia,-43.25,147.1666667
Gardners Bay,7112,Tasmania,Australia,-43.175696,147.132323
Nicholls Rivulet,7112,Tasmania,Australia,-43.158497,147.144729
Randalls Bay,7112,Tasmania,Australia,-43.24336,147.12796
Verona Sands,7112,Tasmania,Australia,-43.16958997,147.1296488
Franklin,7113,Tasmania,Australia,-43.08884,147.009064
Brooks Bay,7116,Tasmania,Australia,-43.17077571,146.9783591
Cairns Bay,7116,Tasmania,Australia,-43.27745226,146.425601
Castle Forbes Bay,7116,Tasmania,Australia,-43.13229073,146.9762564
Geeveston,7116,Tasmania,Australia,-43.1633697,146.9254875
Police Point,7116,Tasmania,Australia,-43.240589,147.041864
Port Huon,7116,Tasmania,Australia,-43.15636,146.96377
Surges Bay,7116,Tasmania,Australia,-43.218779,146.992639
Surveyors Bay,7116,Tasmania,Australia,-43.17077571,146.9783591
Dover,7117,Tasmania,Australia,-43.314232,147.014877
Stonor,7119,Tasmania,Australia,-42.4,147.3833333
Andover,7120,Tasmania,Australia,-42.3333333,147.45
Antill Ponds,7120,Tasmania,Australia,-42.208907,147.401823
Baden,7120,Tasmania,Australia,-42.4333333,147.4666667
Lemont,7120,Tasmania,Australia,-42.297405,147.608142
Levendale,7120,Tasmania,Australia,-42.5333333,147.5666667
Mount Seymour,7120,Tasmania,Australia,-42.4,147.45
Oatlands,7120,Tasmania,Australia,-42.30302,147.367233
Parattah,7120,Tasmania,Australia,-42.35,147.4
Pawtella,7120,Tasmania,Australia,-42.290461,147.50397
Rhyndaston,7120,Tasmania,Australia,-42.478878,147.383686
Stonehenge,7120,Tasmania,Australia,-42.4,147.6333333
Swanston,7120,Tasmania,Australia,-42.34821686,147.4725823
Tiberias,7120,Tasmania,Australia,-42.34821686,147.4725823
Tunbridge,7120,Tasmania,Australia,-42.132735,147.429203
Tunnack,7120,Tasmania,Australia,-42.451872,147.461795
Whitefoord,7120,Tasmania,Australia,-42.424286,147.509686
Woodbury,7120,Tasmania,Australia,-42.17939,147.388855
Woodsdale,7120,Tasmania,Australia,-42.484905,147.563113
York Plains,7120,Tasmania,Australia,-42.279228,147.445584
Strathgordon,7139,Tasmania,Australia,-42.76654853,146.0520744
Black Hills,7140,Tasmania,Australia,-42.7166667,147.0333333
Boyer,7140,Tasmania,Australia,-42.78229,147.106169
Bradys Lake,7140,Tasmania,Australia,-42.54337712,146.4477455
Bronte Park,7140,Tasmania,Australia,-42.135977,146.493201
Bushy Park,7140,Tasmania,Australia,-42.7,146.9
Butlers Gorge,7140,Tasmania,Australia,-42.279036,146.277706
Dee,7140,Tasmania,Australia,-42.2833333,146.6166667
Derwent Bridge,7140,Tasmania,Australia,-42.139438,146.231356
Ellendale,7140,Tasmania,Australia,-42.6166667,146.7166667
Fentonbury,7140,Tasmania,Australia,-42.65,146.7666667
Fitzgerald,7140,Tasmania,Australia,-42.74963,146.64242
Florentine,7140,Tasmania,Australia,-42.61804695,146.8278522
Glenfern,7140,Tasmania,Australia,-42.8166667,147
Glenora,7140,Tasmania,Australia,-42.6833333,146.8666667
Gretna,7140,Tasmania,Australia,-42.680858,146.936474
Hamilton,7140,Tasmania,Australia,-42.553617,146.84533
Hayes,7140,Tasmania,Australia,-42.76,147.012355
Hollow Tree,7140,Tasmania,Australia,-42.5333333,146.9333333
Karanja,7140,Tasmania,Australia,-42.54337712,146.4477455
Lachlan,7140,Tasmania,Australia,-42.8333333,147.05
Lake St Clair,7140,Tasmania,Australia,-42.54337712,146.4477455
Lawitta,7140,Tasmania,Australia,-42.76821235,147.0359379
Little Pine Lagoon,7140,Tasmania,Australia,-42.61804695,146.8278522
London Lakes,7140,Tasmania,Australia,-42.61804695,146.8278522
Macquarie Plains,7140,Tasmania,Australia,-42.711863,146.913128
Magra,7140,Tasmania,Australia,-42.75,147.0666667
Malbina,7140,Tasmania,Australia,-42.8,147.1333333
Maydena,7140,Tasmania,Australia,-42.7548,146.62564
Meadowbank,7140,Tasmania,Australia,-42.61804695,146.8278522
Molesworth,7140,Tasmania,Australia,-42.54337712,146.4477455
Moogara,7140,Tasmania,Australia,-42.7833333,146.9166667
Mount Field,7140,Tasmania,Australia,-42.54337712,146.4477455
Mount Lloyd,7140,Tasmania,Australia,-42.8166667,146.95
National Park,7140,Tasmania,Australia,-42.68054,146.72765
New Norfolk,7140,Tasmania,Australia,-42.78261414,147.0586967
Osterley,7140,Tasmania,Australia,-42.35,146.75
Ouse,7140,Tasmania,Australia,-42.486239,146.712559
Plenty,7140,Tasmania,Australia,-42.741907,146.955442
Rosegarland,7140,Tasmania,Australia,-42.700009,146.948936
Sorell Creek,7140,Tasmania,Australia,-42.8133333,147.8341667
Strickland,7140,Tasmania,Australia,-42.3666667,146.6666667
Styx,7140,Tasmania,Australia,-42.61804695,146.8278522
Tarraleah,7140,Tasmania,Australia,-42.301532,146.44917
Tyenna,7140,Tasmania,Australia,-42.728731,146.666472
Uxbridge,7140,Tasmania,Australia,-42.773005,146.868642
Victoria Valley,7140,Tasmania,Australia,-42.3166667,146.7333333
Wayatinah,7140,Tasmania,Australia,-42.37693,146.508483
Westerway,7140,Tasmania,Australia,-42.6833333,146.7833333
Adventure Bay,7150,Tasmania,Australia,-43.36024094,147.3214264
Allens Rivulet,7150,Tasmania,Australia,-43.01510582,147.2014018
Alonnah,7150,Tasmania,Australia,-43.31497192,147.2443085
Apollo Bay,7150,Tasmania,Australia,-43.12871279,147.2464464
Barnes Bay,7150,Tasmania,Australia,-43.121612,147.367977
Dennes Point,7150,Tasmania,Australia,-43.062803,147.352827
Gordon,7150,Tasmania,Australia,-43.26199722,147.2395296
Great Bay,7150,Tasmania,Australia,-43.23453762,147.2537168
Kaoota,7150,Tasmania,Australia,-43.0166667,147.1833333
Killora,7150,Tasmania,Australia,-43.23453762,147.2537168
Longley,7150,Tasmania,Australia,-42.97081,147.1947
Lunawanna,7150,Tasmania,Australia,-43.366629,147.243215
North Bruny,7150,Tasmania,Australia,-43.12871279,147.2464464
Oyster Cove,7150,Tasmania,Australia,-43.10524424,147.243576
Pelverata,7150,Tasmania,Australia,-43.046248,147.11267
Sandfly,7150,Tasmania,Australia,-42.9833,147.19624
Simpsons Bay,7150,Tasmania,Australia,-43.27795518,147.2997093
South Bruny,7150,Tasmania,Australia,-43.43856,147.24615
Upper Woodstock,7150,Tasmania,Australia,-43.23453762,147.2537168
Casey,7151,Tasmania,Australia,-42.7166667,146.9166667
Davis,7151,Tasmania,Australia,-42.7166667,146.9166667
Heard Island,7151,Tasmania,Australia,-42.7166667,146.9166667
Macquarie,7151,Tasmania,Australia,-42.711863,146.913128
Macquarie Island,7151,Tasmania,Australia,-42.7166667,146.9166667
Mawson,7151,Tasmania,Australia,-42.7166667,146.9166667
Mcdonald Islands,7151,Tasmania,Australia,-42.7166667,146.9166667
Kettering,7155,Tasmania,Australia,-43.126226,147.246409
Birchs Bay,7162,Tasmania,Australia,-43.175525,147.242027
Woodbridge,7162,Tasmania,Australia,-43.155727,147.238909
Flowerpot,7163,Tasmania,Australia,-43.23359895,147.2198156
Middleton,7163,Tasmania,Australia,-43.23161719,147.2529152
Acton Park,7170,Tasmania,Australia,-42.87932,147.48459
Cambridge,7170,Tasmania,Australia,-42.8333333,147.45
Mount Rumney,7170,Tasmania,Australia,-42.86056,147.44764
Roches Beach,7170,Tasmania,Australia,-42.89019,147.49527
Seven Mile Beach,7170,Tasmania,Australia,-42.85863,147.50532
Midway Point,7171,Tasmania,Australia,-42.781609,147.562668
Penna,7171,Tasmania,Australia,-42.777624,147.522842
Nugent,7172,Tasmania,Australia,-42.717179,147.752245
Orielton,7172,Tasmania,Australia,-42.7333333,147.5333333
Pawleena,7172,Tasmania,Australia,-42.7333333,147.6
Sorell,7172,Tasmania,Australia,-42.781609,147.562668
Wattle Hill,7172,Tasmania,Australia,-42.7666667,147.65
Carlton,7173,Tasmania,Australia,-42.87402344,147.6534271
Carlton River,7173,Tasmania,Australia,-42.8474279,147.6450966
Connellys Marsh,7173,Tasmania,Australia,-42.82220212,147.6702774
Dodges Ferry,7173,Tasmania,Australia,-42.8531456,147.6226349
Forcett,7173,Tasmania,Australia,-42.8,147.6333333
Lewisham,7173,Tasmania,Australia,-42.8333333,147.6166667
Primrose Sands,7173,Tasmania,Australia,-42.8858475,147.6694537
Copping,7174,Tasmania,Australia,-42.8166667,147.8
